N,Impacto,Tiempo,porcentajeVecindad,cantItSinMejoras
8,6.0,2.336005,0.7999999999999999,500
8,6.0,4.23677,0.7999999999999999,1000
8,6.0,6.92752,0.7999999999999999,1500
8,6.0,8.720569999999999,0.7999999999999999,2000
8,6.0,11.378499999999999,0.7999999999999999,2500
8,6.0,12.6641,0.7999999999999999,3000
8,6.0,14.8579,0.7999999999999999,3500
8,6.0,17.1352,0.7999999999999999,4000
8,6.0,18.86905,0.7999999999999999,4500
8,6.0,20.9879,0.7999999999999999,5000
8,6.0,23.167250000000003,0.7999999999999999,5500
8,6.0,21.84865,0.7999999999999999,6000
8,6.0,21.22535,0.7999999999999999,6500
8,6.0,21.889400000000002,0.7999999999999999,7000
8,6.0,20.939950000000003,0.7999999999999999,7500
8,6.0,21.21745,0.7999999999999999,8000
8,6.0,21.09825,0.7999999999999999,8500
8,6.0,21.39415,0.7999999999999999,9000
8,6.0,21.77475,0.7999999999999999,9500
16,16.0,96.91005,0.1,500
16,16.0,187.885,0.1,1000
16,16.0,275.52599999999995,0.1,1500
16,16.0,387.878,0.1,2000
16,16.0,482.2785,0.1,2500
16,16.0,551.8085,0.1,3000
16,16.0,644.6769999999999,0.1,3500
16,16.0,752.138,0.1,4000
16,16.0,828.707,0.1,4500
16,16.0,936.0844999999999,0.1,5000
16,16.0,959.705,0.1,5500
16,16.0,921.1065,0.1,6000
16,16.0,970.0145,0.1,6500
16,16.0,921.7265,0.1,7000
16,16.0,918.7885,0.1,7500
16,16.0,933.7280000000001,0.1,8000
16,16.0,938.6005,0.1,8500
16,16.0,941.546,0.1,9000
16,16.0,945.097,0.1,9500
16,16.0,248.088,0.2,500
16,16.0,499.572,0.2,1000
16,16.0,729.3074999999999,0.2,1500
16,16.0,1003.8195,0.2,2000
16,16.0,1254.385,0.2,2500
16,16.0,1549.495,0.2,3000
16,16.0,1865.76,0.2,3500
16,16.0,2362.815,0.2,4000
16,16.0,2539.9300000000003,0.2,4500
16,16.0,2446.56,0.2,5000
16,16.0,2415.7200000000003,0.2,5500
16,16.0,2436.12,0.2,6000
16,16.0,2404.38,0.2,6500
16,16.0,2459.295,0.2,7000
16,16.0,2564.385,0.2,7500
16,16.0,2477.1899999999996,0.2,8000
16,16.0,2414.82,0.2,8500
16,16.0,2463.7349999999997,0.2,9000
16,16.0,2406.01,0.2,9500
16,16.0,322.841,0.30000000000000004,500
16,16.0,659.7155,0.30000000000000004,1000
16,16.0,931.8040000000001,0.30000000000000004,1500
16,16.0,1263.665,0.30000000000000004,2000
16,16.0,1617.845,0.30000000000000004,2500
16,16.0,1868.425,0.30000000000000004,3000
16,16.0,2214.315,0.30000000000000004,3500
16,16.0,2528.995,0.30000000000000004,4000
16,16.0,2876.0550000000003,0.30000000000000004,4500
16,16.0,3243.445,0.30000000000000004,5000
16,16.0,3165.18,0.30000000000000004,5500
16,16.0,3134.0249999999996,0.30000000000000004,6000
16,16.0,3269.365,0.30000000000000004,6500
16,16.0,3127.46,0.30000000000000004,7000
16,16.0,3131.61,0.30000000000000004,7500
16,16.0,3151.69,0.30000000000000004,8000
16,16.0,3129.665,0.30000000000000004,8500
16,16.0,3157.24,0.30000000000000004,9000
16,16.0,3146.0249999999996,0.30000000000000004,9500
16,16.0,478.1685,0.4,500
16,16.0,935.784,0.4,1000
16,16.0,1388.27,0.4,1500
16,16.0,1884.5700000000002,0.4,2000
16,16.0,2303.76,0.4,2500
16,16.0,2797.645,0.4,3000
16,16.0,3280.96,0.4,3500
16,16.0,3681.46,0.4,4000
16,16.0,4262.13,0.4,4500
16,16.0,4768.139999999999,0.4,5000
16,16.0,4641.025,0.4,5500
16,16.0,4673.045,0.4,6000
16,16.0,4760.6849999999995,0.4,6500
16,16.0,4732.745000000001,0.4,7000
16,16.0,4633.530000000001,0.4,7500
16,16.0,4660.389999999999,0.4,8000
16,16.0,4803.885,0.4,8500
16,16.0,4707.145,0.4,9000
16,16.0,4649.4400000000005,0.4,9500
16,16.0,623.6305,0.5,500
16,16.0,1235.625,0.5,1000
16,16.0,1838.0149999999999,0.5,1500
16,16.0,2459.08,0.5,2000
16,16.0,3101.315,0.5,2500
16,16.0,3730.7799999999997,0.5,3000
16,16.0,4349.424999999999,0.5,3500
16,16.0,4926.700000000001,0.5,4000
16,16.0,5594.55,0.5,4500
16,16.0,6283.530000000001,0.5,5000
16,16.0,6133.98,0.5,5500
16,16.0,6183.96,0.5,6000
16,16.0,6296.765,0.5,6500
16,16.0,6108.475,0.5,7000
16,16.0,6190.91,0.5,7500
16,16.0,6164.0,0.5,8000
16,16.0,6256.155000000001,0.5,8500
16,16.0,6223.32,0.5,9000
16,16.0,6201.254999999999,0.5,9500
16,16.0,724.138,0.6,500
16,16.0,1420.39,0.6,1000
16,16.0,2100.86,0.6,1500
16,16.0,2723.41,0.6,2000
16,16.0,3315.4049999999997,0.6,2500
16,16.0,3978.0950000000003,0.6,3000
16,16.0,4580.5599999999995,0.6,3500
16,16.0,5302.035,0.6,4000
16,16.0,5982.465,0.6,4500
16,16.0,6577.61,0.6,5000
16,16.0,6591.465,0.6,5500
16,16.0,6641.0650000000005,0.6,6000
16,16.0,6621.355,0.6,6500
16,16.0,6627.030000000001,0.6,7000
16,16.0,6696.84,0.6,7500
16,16.0,6611.049999999999,0.6,8000
16,16.0,6687.335,0.6,8500
16,16.0,6586.33,0.6,9000
16,16.0,6593.645,0.6,9500
16,16.0,840.777,0.7,500
16,16.0,1628.22,0.7,1000
16,16.0,2413.615,0.7,1500
16,16.0,3232.99,0.7,2000
16,16.0,3987.875,0.7,2500
16,16.0,4864.55,0.7,3000
16,16.0,5820.485000000001,0.7,3500
16,16.0,6665.12,0.7,4000
16,16.0,7282.94,0.7,4500
16,16.0,8101.835,0.7,5000
16,16.0,8000.245,0.7,5500
16,16.0,8103.585,0.7,6000
16,16.0,8109.74,0.7,6500
16,16.0,8089.795,0.7,7000
16,16.0,8176.495000000001,0.7,7500
16,16.0,8007.265,0.7,8000
16,16.0,8506.625,0.7,8500
16,16.0,8724.185,0.7,9000
16,16.0,8528.904999999999,0.7,9500
16,16.0,972.9025,0.7999999999999999,500
16,16.0,1887.0149999999999,0.7999999999999999,1000
16,16.0,2809.0150000000003,0.7999999999999999,1500
16,16.0,3702.225,0.7999999999999999,2000
16,16.0,4651.375,0.7999999999999999,2500
16,16.0,5590.67,0.7999999999999999,3000
16,16.0,6441.04,0.7999999999999999,3500
16,16.0,7524.139999999999,0.7999999999999999,4000
16,16.0,8646.4,0.7999999999999999,4500
16,16.0,9304.345000000001,0.7999999999999999,5000
16,16.0,9439.45,0.7999999999999999,5500
16,16.0,9296.61,0.7999999999999999,6000
16,16.0,9248.845000000001,0.7999999999999999,6500
16,16.0,9318.419999999998,0.7999999999999999,7000
16,16.0,9310.3,0.7999999999999999,7500
16,16.0,9361.515,0.7999999999999999,8000
16,16.0,9315.23,0.7999999999999999,8500
16,16.0,9276.52,0.7999999999999999,9000
16,16.0,9466.415,0.7999999999999999,9500
24,24.0,8.90417,0.1,500
24,24.0,16.293149999999997,0.1,1000
24,24.0,24.16515,0.1,1500
24,24.0,33.3754,0.1,2000
24,24.0,41.03335,0.1,2500
24,24.0,47.80435,0.1,3000
24,24.0,57.683800000000005,0.1,3500
24,24.0,65.10345000000001,0.1,4000
24,24.0,77.0349,0.1,4500
24,24.0,85.67385,0.1,5000
24,24.0,75.48515,0.1,5500
24,24.0,75.3994,0.1,6000
24,24.0,75.48425,0.1,6500
24,24.0,77.06460000000001,0.1,7000
24,24.0,75.51355000000001,0.1,7500
24,24.0,76.65299999999999,0.1,8000
24,24.0,75.62375,0.1,8500
24,24.0,75.7558,0.1,9000
24,24.0,75.31604999999999,0.1,9500
24,24.0,11.00395,0.2,500
24,24.0,21.3977,0.2,1000
24,24.0,31.3029,0.2,1500
24,24.0,41.2143,0.2,2000
24,24.0,51.87885,0.2,2500
24,24.0,62.554,0.2,3000
24,24.0,71.866,0.2,3500
24,24.0,81.18795,0.2,4000
24,24.0,92.47665,0.2,4500
24,24.0,133.5065,0.2,5000
24,24.0,102.048,0.2,5500
24,24.0,102.4285,0.2,6000
24,24.0,103.5805,0.2,6500
24,24.0,103.17099999999999,0.2,7000
24,24.0,102.5505,0.2,7500
24,24.0,101.5035,0.2,8000
24,24.0,101.77250000000001,0.2,8500
24,24.0,103.497,0.2,9000
24,24.0,103.4,0.2,9500
24,24.0,15.550699999999999,0.30000000000000004,500
24,24.0,31.39865,0.30000000000000004,1000
24,24.0,46.3568,0.30000000000000004,1500
24,24.0,61.14675,0.30000000000000004,2000
24,24.0,76.50765,0.30000000000000004,2500
24,24.0,91.8748,0.30000000000000004,3000
24,24.0,107.63,0.30000000000000004,3500
24,24.0,122.6525,0.30000000000000004,4000
24,24.0,136.6805,0.30000000000000004,4500
24,24.0,152.874,0.30000000000000004,5000
24,24.0,151.79250000000002,0.30000000000000004,5500
24,24.0,151.698,0.30000000000000004,6000
24,24.0,152.73649999999998,0.30000000000000004,6500
24,24.0,153.20600000000002,0.30000000000000004,7000
24,24.0,151.416,0.30000000000000004,7500
24,24.0,152.839,0.30000000000000004,8000
24,24.0,152.559,0.30000000000000004,8500
24,24.0,151.80200000000002,0.30000000000000004,9000
24,24.0,151.94,0.30000000000000004,9500
24,24.0,22.9438,0.4,500
24,24.0,38.56545,0.4,1000
24,24.0,57.888400000000004,0.4,1500
24,24.0,76.0471,0.4,2000
24,24.0,94.9354,0.4,2500
24,24.0,113.9065,0.4,3000
24,24.0,134.154,0.4,3500
24,24.0,152.6325,0.4,4000
24,24.0,170.2175,0.4,4500
24,24.0,191.9605,0.4,5000
24,24.0,189.739,0.4,5500
24,24.0,189.871,0.4,6000
24,24.0,190.375,0.4,6500
24,24.0,189.45100000000002,0.4,7000
24,24.0,190.4075,0.4,7500
24,24.0,189.3775,0.4,8000
24,24.0,191.387,0.4,8500
24,24.0,189.9925,0.4,9000
24,24.0,190.2095,0.4,9500
24,24.0,26.0668,0.5,500
24,24.0,51.78335,0.5,1000
24,24.0,78.7685,0.5,1500
24,24.0,104.946,0.5,2000
24,24.0,126.13499999999999,0.5,2500
24,24.0,150.418,0.5,3000
24,24.0,177.3915,0.5,3500
24,24.0,199.977,0.5,4000
24,24.0,227.9145,0.5,4500
24,24.0,253.46699999999998,0.5,5000
24,24.0,253.85500000000002,0.5,5500
24,24.0,250.5705,0.5,6000
24,24.0,253.22899999999998,0.5,6500
24,24.0,250.24,0.5,7000
24,24.0,252.3555,0.5,7500
24,24.0,249.7305,0.5,8000
24,24.0,263.164,0.5,8500
24,24.0,257.4595,0.5,9000
24,24.0,261.8835,0.5,9500
24,24.0,31.358150000000002,0.6,500
24,24.0,62.7107,0.6,1000
24,24.0,91.399,0.6,1500
24,24.0,124.134,0.6,2000
24,24.0,153.1565,0.6,2500
24,24.0,181.7025,0.6,3000
24,24.0,215.399,0.6,3500
24,24.0,247.21,0.6,4000
24,24.0,273.849,0.6,4500
24,24.0,300.87149999999997,0.6,5000
24,24.0,312.7875,0.6,5500
24,24.0,305.786,0.6,6000
24,24.0,299.248,0.6,6500
24,24.0,308.9095,0.6,7000
24,24.0,302.659,0.6,7500
24,24.0,304.1405,0.6,8000
24,24.0,310.67650000000003,0.6,8500
24,24.0,303.134,0.6,9000
24,24.0,311.05,0.6,9500
24,24.0,38.83685,0.7,500
24,24.0,71.75290000000001,0.7,1000
24,24.0,106.436,0.7,1500
24,24.0,141.6775,0.7,2000
24,24.0,176.2815,0.7,2500
24,24.0,210.5485,0.7,3000
24,24.0,253.86599999999999,0.7,3500
24,24.0,281.01099999999997,0.7,4000
24,24.0,316.49699999999996,0.7,4500
24,24.0,352.7595,0.7,5000
24,24.0,350.3095,0.7,5500
24,24.0,355.072,0.7,6000
24,24.0,351.91700000000003,0.7,6500
24,24.0,350.5745,0.7,7000
24,24.0,352.332,0.7,7500
24,24.0,349.52549999999997,0.7,8000
24,24.0,350.245,0.7,8500
24,24.0,354.28499999999997,0.7,9000
24,24.0,352.842,0.7,9500
24,24.0,44.22,0.7999999999999999,500
24,24.0,86.5635,0.7999999999999999,1000
24,24.0,128.4565,0.7999999999999999,1500
24,24.0,172.97050000000002,0.7999999999999999,2000
24,24.0,211.3625,0.7999999999999999,2500
24,24.0,263.45,0.7999999999999999,3000
24,24.0,296.588,0.7999999999999999,3500
24,24.0,335.6275,0.7999999999999999,4000
24,24.0,389.14300000000003,0.7999999999999999,4500
24,24.0,426.108,0.7999999999999999,5000
24,24.0,422.3905,0.7999999999999999,5500
24,24.0,415.31399999999996,0.7999999999999999,6000
24,24.0,415.60900000000004,0.7999999999999999,6500
24,24.0,432.8695,0.7999999999999999,7000
24,24.0,423.567,0.7999999999999999,7500
24,24.0,424.8355,0.7999999999999999,8000
24,24.0,453.627,0.7999999999999999,8500
24,24.0,423.33450000000005,0.7999999999999999,9000
24,24.0,427.7095,0.7999999999999999,9500
30,41.0,36.09505,0.1,500
30,41.0,80.3472,0.1,1000
30,41.0,110.55199999999999,0.1,1500
30,41.0,144.7415,0.1,2000
30,41.0,192.873,0.1,2500
30,41.0,223.7495,0.1,3000
30,41.0,262.015,0.1,3500
30,41.0,298.1105,0.1,4000
30,41.0,333.5975,0.1,4500
30,41.0,350.3575,0.1,5000
30,41.0,354.0575,0.1,5500
30,41.0,356.844,0.1,6000
30,41.0,358.29499999999996,0.1,6500
30,41.0,378.9765,0.1,7000
30,41.0,361.624,0.1,7500
30,41.0,361.8535,0.1,8000
30,41.0,374.4715,0.1,8500
30,41.0,360.20050000000003,0.1,9000
30,41.0,356.887,0.1,9500
30,41.0,41.2704,0.2,500
30,41.0,78.9974,0.2,1000
30,41.0,121.27199999999999,0.2,1500
30,41.0,156.0045,0.2,2000
30,41.0,205.6035,0.2,2500
30,41.0,242.353,0.2,3000
30,41.0,279.234,0.2,3500
30,41.0,336.9535,0.2,4000
30,41.0,389.467,0.2,4500
30,41.0,409.2795,0.2,5000
30,41.0,415.589,0.2,5500
30,41.0,402.837,0.2,6000
30,41.0,398.353,0.2,6500
30,41.0,399.7655,0.2,7000
30,41.0,400.4595,0.2,7500
30,41.0,403.4845,0.2,8000
30,41.0,408.40700000000004,0.2,8500
30,41.0,391.95849999999996,0.2,9000
30,41.0,406.755,0.2,9500
30,41.0,44.41305,0.30000000000000004,500
30,41.0,89.14755,0.30000000000000004,1000
30,41.0,135.7545,0.30000000000000004,1500
30,41.0,175.8915,0.30000000000000004,2000
30,41.0,233.639,0.30000000000000004,2500
30,41.0,295.4235,0.30000000000000004,3000
30,41.0,321.9805,0.30000000000000004,3500
30,41.0,369.9455,0.30000000000000004,4000
30,41.0,410.64599999999996,0.30000000000000004,4500
30,41.0,461.711,0.30000000000000004,5000
30,41.0,445.1275,0.30000000000000004,5500
30,41.0,452.54449999999997,0.30000000000000004,6000
30,41.0,453.462,0.30000000000000004,6500
30,41.0,463.6595,0.30000000000000004,7000
30,41.0,441.6775,0.30000000000000004,7500
30,41.0,504.1575,0.30000000000000004,8000
30,41.0,473.6995,0.30000000000000004,8500
30,41.0,442.08299999999997,0.30000000000000004,9000
30,41.0,441.40999999999997,0.30000000000000004,9500
30,41.0,51.37465,0.4,500
30,41.0,100.62100000000001,0.4,1000
30,41.0,148.48,0.4,1500
30,41.0,201.856,0.4,2000
30,41.0,248.7025,0.4,2500
30,41.0,298.084,0.4,3000
30,41.0,353.30499999999995,0.4,3500
30,41.0,396.37350000000004,0.4,4000
30,41.0,443.5305,0.4,4500
30,41.0,498.30899999999997,0.4,5000
30,41.0,486.26800000000003,0.4,5500
30,41.0,482.0135,0.4,6000
30,41.0,489.6835,0.4,6500
30,41.0,501.6495,0.4,7000
30,41.0,490.35400000000004,0.4,7500
30,41.0,492.51649999999995,0.4,8000
30,41.0,499.538,0.4,8500
30,41.0,498.14099999999996,0.4,9000
30,41.0,484.496,0.4,9500
30,41.0,55.2081,0.5,500
30,41.0,112.7505,0.5,1000
30,41.0,163.0745,0.5,1500
30,41.0,220.33100000000002,0.5,2000
30,41.0,273.363,0.5,2500
30,41.0,332.0895,0.5,3000
30,41.0,387.47400000000005,0.5,3500
30,41.0,441.0995,0.5,4000
30,41.0,497.06399999999996,0.5,4500
30,41.0,558.6434999999999,0.5,5000
30,41.0,562.7825,0.5,5500
30,41.0,568.591,0.5,6000
30,41.0,560.261,0.5,6500
30,41.0,554.623,0.5,7000
30,41.0,547.1365000000001,0.5,7500
30,41.0,552.022,0.5,8000
30,41.0,552.3575000000001,0.5,8500
30,41.0,556.2909999999999,0.5,9000
30,41.0,546.8145,0.5,9500
30,41.0,64.01795,0.6,500
30,41.0,123.487,0.6,1000
30,41.0,186.51549999999997,0.6,1500
30,41.0,251.535,0.6,2000
30,41.0,308.5045,0.6,2500
30,41.0,384.6115,0.6,3000
30,41.0,433.9075,0.6,3500
30,41.0,495.09749999999997,0.6,4000
30,41.0,564.2325,0.6,4500
30,41.0,632.3985,0.6,5000
30,41.0,606.3425,0.6,5500
30,41.0,616.1755,0.6,6000
30,41.0,616.7725,0.6,6500
30,41.0,612.5495000000001,0.6,7000
30,41.0,625.5135,0.6,7500
30,41.0,615.5899999999999,0.6,8000
30,41.0,611.1365,0.6,8500
30,41.0,618.3305,0.6,9000
30,41.0,624.087,0.6,9500
30,41.0,72.90375,0.7,500
30,41.0,142.141,0.7,1000
30,41.0,212.5405,0.7,1500
30,41.0,277.15099999999995,0.7,2000
30,41.0,348.568,0.7,2500
30,41.0,413.306,0.7,3000
30,41.0,488.1495,0.7,3500
30,41.0,554.5325,0.7,4000
30,41.0,622.8375,0.7,4500
30,41.0,716.154,0.7,5000
30,41.0,704.3530000000001,0.7,5500
30,41.0,694.957,0.7,6000
30,41.0,698.482,0.7,6500
30,41.0,692.0735,0.7,7000
30,41.0,710.0219999999999,0.7,7500
30,41.0,697.2574999999999,0.7,8000
30,41.0,707.457,0.7,8500
30,41.0,690.5485,0.7,9000
30,41.0,710.134,0.7,9500
30,41.0,79.2262,0.7999999999999999,500
30,41.0,156.381,0.7999999999999999,1000
30,41.0,230.998,0.7999999999999999,1500
30,41.0,314.159,0.7999999999999999,2000
30,41.0,385.87699999999995,0.7999999999999999,2500
30,41.0,461.874,0.7999999999999999,3000
30,41.0,543.1465000000001,0.7999999999999999,3500
30,41.0,620.0755,0.7999999999999999,4000
30,41.0,704.6785,0.7999999999999999,4500
30,41.0,786.5425,0.7999999999999999,5000
30,41.0,781.6555000000001,0.7999999999999999,5500
30,41.0,771.6565,0.7999999999999999,6000
30,41.0,775.2605,0.7999999999999999,6500
30,41.0,779.5640000000001,0.7999999999999999,7000
30,41.0,807.048,0.7999999999999999,7500
30,41.0,793.083,0.7999999999999999,8000
30,41.0,766.4314999999999,0.7999999999999999,8500
30,41.0,770.953,0.7999999999999999,9000
30,41.0,769.2345,0.7999999999999999,9500
