N,Impacto,Tiempo,densidadG,densidadH,nombreExperimento
25,0.0,2423.541,media,media,GmediaHmedia
25,13.0,2996.6169999999997,media,alta,GmediaHalta
25,0.0,2424.375,alta,baja,GaltaHbaja
25,0.0,2580.142,alta,media,GaltaHmedia
25,0.0,2755.7619999999997,alta,alta,GaltaHalta
26,0.0,2326.087,baja,baja,GbajaHbaja
26,30.0,2012.5240000000001,baja,media,GbajaHmedia
26,85.0,1732.176,baja,alta,GbajaHalta
26,0.0,2423.5150000000003,media,baja,GmediaHbaja
26,0.0,2626.993,media,media,GmediaHmedia
26,16.0,3466.4610000000002,media,alta,GmediaHalta
26,0.0,2683.602,alta,baja,GaltaHbaja
26,0.0,2903.486,alta,media,GaltaHmedia
26,0.0,3064.4680000000003,alta,alta,GaltaHalta
27,0.0,2549.353,baja,baja,GbajaHbaja
27,37.0,3485.4790000000003,baja,media,GbajaHmedia
27,96.0,2960.298,baja,alta,GbajaHalta
27,0.0,2628.0029999999997,media,baja,GmediaHbaja
27,0.0,2855.1359999999995,media,media,GmediaHmedia
27,16.0,4018.167999999999,media,alta,GmediaHalta
27,0.0,2917.921,alta,baja,GaltaHbaja
27,0.0,3157.7690000000002,alta,media,GaltaHmedia
27,0.0,3332.8990000000003,alta,alta,GaltaHalta
28,0.0,2716.165,baja,baja,GbajaHbaja
28,44.0,4002.126999999999,baja,media,GbajaHmedia
28,95.0,2147.2070000000003,baja,alta,GbajaHalta
28,0.0,2948.963,media,baja,GmediaHbaja
28,0.0,3163.443,media,media,GmediaHmedia
28,17.0,2741.7380000000003,media,alta,GmediaHalta
28,0.0,3224.3779999999997,alta,baja,GaltaHbaja
28,0.0,3462.2879999999996,alta,media,GaltaHmedia
28,0.0,3666.9660000000003,alta,alta,GaltaHalta
29,0.0,3034.14,baja,baja,GbajaHbaja
29,38.0,4349.147999999999,baja,media,GbajaHmedia
29,106.0,3879.189,baja,alta,GbajaHalta
29,0.0,3188.0589999999997,media,baja,GmediaHbaja
29,0.0,3469.8949999999995,media,media,GmediaHmedia
29,22.0,4851.893,media,alta,GmediaHalta
29,0.0,3534.5799999999995,alta,baja,GaltaHbaja
29,0.0,3839.4880000000003,alta,media,GaltaHmedia
29,0.0,4001.9800000000005,alta,alta,GaltaHalta
30,0.0,3235.755,baja,baja,GbajaHbaja
30,46.0,4721.672,baja,media,GbajaHmedia
30,121.0,4223.77,baja,alta,GbajaHalta
30,0.0,3528.8409999999994,media,baja,GmediaHbaja
30,0.0,3884.2439999999997,media,media,GmediaHmedia
30,22.0,5212.921,media,alta,GmediaHalta
30,0.0,3925.6050000000005,alta,baja,GaltaHbaja
30,0.0,4291.308999999999,alta,media,GaltaHmedia
30,0.0,4482.629,alta,alta,GaltaHalta
31,0.0,3604.4120000000003,baja,baja,GbajaHbaja
31,56.0,5151.067,baja,media,GbajaHmedia
31,122.0,2894.995,baja,alta,GbajaHalta
31,0.0,3821.571,media,baja,GmediaHbaja
31,0.0,4208.28,media,media,GmediaHmedia
31,22.0,6236.661,media,alta,GmediaHalta
31,0.0,4173.245999999999,alta,baja,GaltaHbaja
31,0.0,4579.517,alta,media,GaltaHmedia
31,0.0,4757.918,alta,alta,GaltaHalta
32,0.0,3933.0799999999995,baja,baja,GbajaHbaja
32,50.0,5631.168,baja,media,GbajaHmedia
32,137.0,4964.354,baja,alta,GbajaHalta
32,0.0,4169.485,media,baja,GmediaHbaja
32,0.0,4576.276,media,media,GmediaHmedia
32,23.0,4084.2009999999996,media,alta,GmediaHalta
32,0.0,4623.895,alta,baja,GaltaHbaja
32,0.0,5043.147,alta,media,GaltaHmedia
32,0.0,5277.039,alta,alta,GaltaHalta
33,0.0,4101.021,baja,baja,GbajaHbaja
33,56.0,5485.37,baja,media,GbajaHmedia
33,138.0,3373.2619999999997,baja,alta,GbajaHalta
33,0.0,4561.072,media,baja,GmediaHbaja
33,0.0,5000.920999999999,media,media,GmediaHmedia
33,29.0,7056.0999999999985,media,alta,GmediaHalta
33,0.0,5154.505999999999,alta,baja,GaltaHbaja
33,0.0,5603.545,alta,media,GaltaHmedia
33,0.0,5883.897999999999,alta,alta,GaltaHalta
34,0.0,4393.567000000001,baja,baja,GbajaHbaja
34,56.0,6315.726000000001,baja,media,GbajaHmedia
34,138.0,3894.3489999999997,baja,alta,GbajaHalta
34,0.0,4766.2119999999995,media,baja,GmediaHbaja
34,0.0,5208.862,media,media,GmediaHmedia
34,23.0,4845.04,media,alta,GmediaHalta
34,0.0,5316.499999999999,alta,baja,GaltaHbaja
34,0.0,5795.033,alta,media,GaltaHmedia
34,0.0,6106.892,alta,alta,GaltaHalta
35,0.0,4837.772,baja,baja,GbajaHbaja
35,53.0,4582.739,baja,media,GbajaHmedia
35,152.0,4379.707,baja,alta,GbajaHalta
35,0.0,5197.457,media,baja,GmediaHbaja
35,0.0,5690.732999999999,media,media,GmediaHmedia
35,27.0,5299.550999999999,media,alta,GmediaHalta
35,0.0,5998.750999999999,alta,baja,GaltaHbaja
35,0.0,6331.33,alta,media,GaltaHmedia
35,0.0,6866.140000000001,alta,alta,GaltaHalta
36,0.0,5267.585,baja,baja,GbajaHbaja
36,56.0,5044.8240000000005,baja,media,GbajaHmedia
36,167.0,4907.133999999999,baja,alta,GbajaHalta
36,0.0,5550.021,media,baja,GmediaHbaja
36,0.0,6088.817000000001,media,media,GmediaHmedia
36,32.0,9758.842,media,alta,GmediaHalta
36,0.0,7064.8949999999995,alta,baja,GaltaHbaja
36,0.0,7565.321000000001,alta,media,GaltaHmedia
36,0.0,8253.161,alta,alta,GaltaHalta
37,0.0,5626.171,baja,baja,GbajaHbaja
37,67.0,8363.028,baja,media,GbajaHmedia
37,183.0,8077.824999999999,baja,alta,GbajaHalta
37,0.0,6178.902,media,baja,GmediaHbaja
37,0.0,6777.236999999999,media,media,GmediaHmedia
37,29.0,10245.869999999999,media,alta,GmediaHalta
37,0.0,7343.181999999999,alta,baja,GaltaHbaja
37,0.0,7983.704999999999,alta,media,GaltaHmedia
37,0.0,8661.336000000001,alta,alta,GaltaHalta
38,0.0,5940.432999999999,baja,baja,GbajaHbaja
38,78.0,8867.649000000001,baja,media,GbajaHmedia
38,199.0,8529.972999999998,baja,alta,GbajaHalta
38,0.0,6589.664999999999,media,baja,GmediaHbaja
38,0.0,7205.728,media,media,GmediaHmedia
38,29.0,7314.717,media,alta,GmediaHalta
38,0.0,7837.204,alta,baja,GaltaHbaja
38,0.0,8367.309,alta,media,GaltaHmedia
38,0.0,9256.565,alta,alta,GaltaHalta
39,0.0,6596.764999999999,baja,baja,GbajaHbaja
39,70.0,9826.131000000001,baja,media,GbajaHmedia
39,196.0,9519.042,baja,alta,GbajaHalta
39,0.0,7070.8589999999995,media,baja,GmediaHbaja
39,0.0,7716.925,media,media,GmediaHmedia
39,30.0,7607.384,media,alta,GmediaHalta
39,0.0,8115.6179999999995,alta,baja,GaltaHbaja
39,0.0,8760.905999999999,alta,media,GaltaHmedia
39,0.0,9664.293,alta,alta,GaltaHalta
40,0.0,7046.791,baja,baja,GbajaHbaja
40,68.0,6861.171,baja,media,GbajaHmedia
40,214.0,9959.407,baja,alta,GbajaHalta
40,0.0,7318.306000000001,media,baja,GmediaHbaja
40,0.0,8000.364,media,media,GmediaHmedia
40,37.0,11701.03,media,alta,GmediaHalta
40,0.0,8940.548999999999,alta,baja,GaltaHbaja
40,0.0,9974.819999999998,alta,media,GaltaHmedia
40,0.0,10817.2,alta,alta,GaltaHalta
